"","Country","Country_code","Region","Longitude","Latitude","Date","year","month","day","Iodine131","Caesium134","Caesium137"
"686","France","3","LE VESINET",2.13,48.88,1986-05-20,1986,5,20,0.0033,0.00055,3e-06
"687","France","3","MARCOULE",4.8,44.13,1986-04-30,1986,4,30,0.03182,0.00888,0.0159
"688","France","3","MARCOULE",4.8,44.13,1986-05-01,1986,5,1,0.555,0.0814,0.1961
"689","France","3","MARCOULE",4.8,44.13,1986-05-02,1986,5,2,2.552999,0.407,0.999
"690","France","3","MARCOULE",4.8,44.13,1986-05-03,1986,5,3,1.183999,0.333,0.3515
"691","France","3","MARCOULE",4.8,44.13,1986-05-04,1986,5,4,1.368999,0.444,0.8695
"692","France","3","MARCOULE",4.8,44.13,1986-05-05,1986,5,5,0.555,0.1628,0.333
"693","France","3","MONACO",7.42,43.73,1986-05-01,1986,5,1,0.15,0.02,0.03
"694","France","3","MONACO",7.42,43.73,1986-05-02,1986,5,2,1.4,0.11,0.18
"695","France","3","MONACO",7.42,43.73,1986-05-03,1986,5,3,2.9,0.55,1.099999
"696","France","3","MONACO",7.42,43.73,1986-05-04,1986,5,4,2.799999,0.84,1.509999
"697","France","3","MONACO",7.42,43.73,1986-05-05,1986,5,5,1.299999,0.48,1
"698","France","3","MONACO",7.42,43.73,1986-05-06,1986,5,6,0.48,0.14,0.3
"699","France","3","MONACO",7.42,43.73,1986-05-07,1986,5,7,0.32,0.09,0.18
"700","France","3","MONACO",7.42,43.73,1986-05-08,1986,5,8,0.06,0.03,0.06
"701","France","3","MONACO",7.42,43.73,1986-05-09,1986,5,9,0.04,0.02,0.05
"702","France","3","MONACO",7.42,43.73,1986-05-10,1986,5,10,0.02,0.02,0.05
"703","France","3","ORSAY",2.18,48.68,1986-05-02,1986,5,2,6.33,1.809999,3.23
"704","France","3","ORSAY",2.18,48.68,1986-05-03,1986,5,3,0.31,0.072,0.142
"705","France","3","ORSAY",2.18,48.68,1986-05-04,1986,5,4,0.0103,4e-04,0.00065
"706","France","3","ORSAY",2.18,48.68,1986-05-05,1986,5,5,0.037,0.003,0.005
"707","France","3","ORSAY",2.18,48.68,1986-05-06,1986,5,6,0.0034,3e-04,5e-04
"708","France","3","ORSAY",2.18,48.68,1986-05-07,1986,5,7,0.0062,0.002,0.0038
"709","France","3","ORSAY",2.18,48.68,1986-05-08,1986,5,8,0.012,0.0027,0.005
"710","France","3","ORSAY",2.18,48.68,1986-05-09,1986,5,9,0.017,0.0025,0.0045
"711","France","3","ORSAY",2.18,48.68,1986-05-10,1986,5,10,0.0019,4e-04,7e-04
"712","France","3","PARIS",2.36,48.85,1986-04-30,1986,4,30,1.5e-05,0,7e-06
"713","France","3","PARIS",2.36,48.85,1986-05-01,1986,5,1,0.51,0.099,0.19
"714","France","3","PARIS",2.36,48.85,1986-05-02,1986,5,2,1.929999,0.77,1.49
"715","France","3","PARIS",2.36,48.85,1986-05-03,1986,5,3,0.18,0.046,0.95
"716","France","3","PARIS",2.36,48.85,1986-05-04,1986,5,4,0.0083,0.00034,0.00074
"717","France","3","PARIS",2.36,48.85,1986-05-05,1986,5,5,0.033,0.0087,0.017
"718","France","3","PARIS",2.36,48.85,1986-05-06,1986,5,6,0.012,0.0029,0.0059
"719","France","3","PARIS",2.36,48.85,1986-05-07,1986,5,7,0.009,0.002,0.0039
"720","France","3","PARIS",2.36,48.85,1986-05-08,1986,5,8,0.0068,0.0013,0.0025
"721","France","3","PARIS",2.36,48.85,1986-05-09,1986,5,9,0.0054,0.0011,0.0021
"722","France","3","PARIS",2.36,48.85,1986-05-10,1986,5,10,0.00094,0.00017,0.00033
"723","France","3","PARIS",2.36,48.85,1986-05-11,1986,5,11,0.003,3e-04,0.00059
"724","France","3","PARIS",2.36,48.85,1986-05-13,1986,5,13,0.004,0.00039,0.00078
"725","France","3","PARIS",2.36,48.85,1986-05-14,1986,5,14,0.0035,0.00065,0.0013
"726","France","3","PARIS",2.36,48.85,1986-05-16,1986,5,16,0.0022,0.001,0.002
"727","France","3","PARIS",2.36,48.85,1986-05-18,1986,5,18,0.0031,0.0013,0.0025
"728","France","3","PARIS",2.36,48.85,1986-05-20,1986,5,20,7e-04,0,6e-06
"729","France","3","SACLAY",2.16,48.73,1986-05-02,1986,5,2,0,0.6,1.4
"730","France","3","SACLAY",2.16,48.73,1986-05-03,1986,5,3,0,0.1,0.2
"731","France","3","SACLAY",2.16,48.73,1986-05-04,1986,5,4,0,0.002,0.002
"732","France","3","SACLAY",2.16,48.73,1986-05-05,1986,5,5,0,0.005,0.01
"733","France","3","SACLAY",2.16,48.73,1986-05-06,1986,5,6,0,0.002,0.002
"734","France","3","SACLAY",2.16,48.73,1986-05-07,1986,5,7,0,0.0034,0.0096
"735","France","3","SACLAY",2.16,48.73,1986-05-08,1986,5,8,0,0.0023,0.0052
"736","France","3","SACLAY",2.16,48.73,1986-05-09,1986,5,9,0,0.0017,0.0022
"737","France","3","SACLAY",2.16,48.73,1986-05-10,1986,5,10,0,4e-04,0.00087
"738","France","3","SACLAY",2.16,48.73,1986-05-11,1986,5,11,0,4e-04,0.00047
"739","France","3","SAINT ALBAN",4.75,45.4,1986-05-02,1986,5,2,1.9,0.37,1.24578666666667
"740","France","3","SAINT ALBAN",4.75,45.4,1986-05-03,1986,5,3,3.299999,1,0.6035664
"741","France","3","SAINT ALBAN",4.75,45.4,1986-05-04,1986,5,4,1.4,0.47,0.4475705
"742","France","3","SAINT ALBAN",4.75,45.4,1986-05-05,1986,5,5,0.7,0.18,0.1627
"743","France","3","SAINT ALBAN",4.75,45.4,1986-05-06,1986,5,6,0,0.15,0.0620076923076923
"744","France","3","SAINT ALBAN",4.75,45.4,1986-05-07,1986,5,7,0.02,0.0075,0.026885
"745","France","3","SAINT ALBAN",4.75,45.4,1986-05-08,1986,5,8,0.016,0.0075,0.00746666666666667
"746","France","3","SAINT ALBAN",4.75,45.4,1986-05-09,1986,5,9,0.015,0.0028,0.00628461538461539
"747","France","3","SAINT ALBAN",4.75,45.4,1986-05-10,1986,5,10,0.012,0.001,0.00481538461538462
"748","France","3","SAINT ALBAN",4.75,45.4,1986-05-11,1986,5,11,0.0065,0.0022,0.000767
"749","France","3","SAINT ALBAN",4.75,45.4,1986-05-12,1986,5,12,0.0055,0,0.00102333333333333
"750","France","3","SAINT ALBAN",4.75,45.4,1986-05-14,1986,5,14,0.0012,0,0.00054
"751","France","3","SAINT ALBAN",4.75,45.4,1986-05-15,1986,5,15,0.0075,0,0.001275
"752","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-02,1986,5,2,2.53763142105263,0.630527611111111,1.24578666666667
"753","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-03,1986,5,3,1.43984189473684,0.338122222222222,0.6035664
"754","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-04,1986,5,4,1.096072,0.267614117647059,0.4475705
"755","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-05,1986,5,5,0.303433277777778,0.0778529411764706,0.1627
"756","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-06,1986,5,6,0.107794117647059,0.0452625,0.0620076923076923
"757","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-07,1986,5,7,0.0430477777777778,0.0113752941176471,0.026885
"758","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-08,1986,5,8,0.01361875,0.00464,0.00746666666666667
"759","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-09,1986,5,9,0.0202647058823529,0.002175,0.00628461538461539
"760","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-10,1986,5,10,0.0102758823529412,0.001645,0.00481538461538462
"761","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-11,1986,5,11,0.00750571428571429,0.000326923076923077,0.000767
"762","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-12,1986,5,12,0.005159,0.000222222222222222,0.00102333333333333
"763","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-13,1986,5,13,0.00508888888888889,0.000226666666666667,0.000625714285714286
"764","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-14,1986,5,14,0.00453333333333333,8.125e-05,0.00054
"765","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-15,1986,5,15,0.004875,0,0.001275
"766","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-16,1986,5,16,0.00432,2e-04,5e-04
"767","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-17,1986,5,17,0.00435,0,0.000333333333333333
"768","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-18,1986,5,18,0.0034,0.00026,0.000875
"769","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-19,1986,5,19,0.00475,0.000375,0
"770","France","3","ST.Laurent des eaux",1.58,47.71,1986-05-20,1986,5,20,0.00176666666666667,0.000183333333333333,3e-06
"771","France","3","TRICASTIN",4.73,44.33,1986-05-01,1986,5,1,0,0.021,0.042
"772","France","3","TRICASTIN",4.73,44.33,1986-05-02,1986,5,2,0.4,0.1,0.17
"773","France","3","TRICASTIN",4.73,44.33,1986-05-03,1986,5,3,0.9,0.235,0.57
"774","France","3","TRICASTIN",4.73,44.33,1986-05-04,1986,5,4,0.75,0.18,0.34
"775","France","3","TRICASTIN",4.73,44.33,1986-05-05,1986,5,5,0.23,0.075,0.18
"776","France","3","TRICASTIN",4.73,44.33,1986-05-06,1986,5,6,0.11,0.062,0.14
"777","France","3","TRICASTIN",4.73,44.33,1986-05-07,1986,5,7,0.014,0,0
"778","France","3","TRICASTIN",4.73,44.33,1986-05-08,1986,5,8,0.0085,0,0
"779","France","3","TRICASTIN",4.73,44.33,1986-05-09,1986,5,9,0.012,0,0
"780","France","3","TRICASTIN",4.73,44.33,1986-05-10,1986,5,10,0.005,0,0
"781","France","3","TRICASTIN",4.73,44.33,1986-05-11,1986,5,11,0.005,0,0
"782","France","3","TRICASTIN",4.73,44.33,1986-05-12,1986,5,12,0.003,0,0
"783","France","3","TRICASTIN",4.73,44.33,1986-05-13,1986,5,13,0.0095,0,0
"784","France","3","TRICASTIN",4.73,44.33,1986-05-14,1986,5,14,0.002,0,0
"785","France","3","VERDUN",5.38,49.15,1986-04-30,1986,4,30,2e-04,3e-05,6e-05
"786","France","3","VERDUN",5.38,49.15,1986-05-01,1986,5,1,0.003,7e-05,0.00013
"787","France","3","VERDUN",5.38,49.15,1986-05-02,1986,5,2,9.44,3.099999,5.4
"788","France","3","VERDUN",5.38,49.15,1986-05-03,1986,5,3,1.77,0.71,1.299999
"789","France","3","VERDUN",5.38,49.15,1986-05-05,1986,5,5,0.16,0.035,0.067
"790","France","3","VERDUN",5.38,49.15,1986-05-06,1986,5,6,0.11,0.063,0.12
"791","France","3","VERDUN",5.38,49.15,1986-05-07,1986,5,7,0.039,0.014,0.028
"792","France","3","VERDUN",5.38,49.15,1986-05-08,1986,5,8,0.0087,0.0012,0.002
"793","France","3","VERDUN",5.38,49.15,1986-05-09,1986,5,9,0.0091,0.0012,0.0021
"794","France","3","VERDUN",5.38,49.15,1986-05-10,1986,5,10,0.0076,0.0011,0.00206
"795","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-04-28,1986,4,28,18.54,1.495435,2.515785
"796","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-04-29,1986,4,29,2.49446666666667,0.1175,0.208
"797","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-04-30,1986,4,30,1.882,0.0269766666666667,0.0370766666666667
"798","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-01,1986,5,1,0.707777777777778,0.051,0.084
"799","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-02,1986,5,2,1.14,0.0282,0.049
"800","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-03,1986,5,3,0.78,0.0077,0.0132
"801","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-04,1986,5,4,0.54,0.033,0.056
"802","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-05,1986,5,5,0.2345,0.001,0.035
"803","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-06,1986,5,6,0.16025,0.557,0.0091
"804","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-07,1986,5,7,0.192,1.63,0.0061
"805","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-08,1986,5,8,0.137,0.948,0.0126
"806","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-09,1986,5,9,0.0916666666666667,0.27,0.0174
"807","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-10,1986,5,10,0.1095,0.099,0.0186
"808","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-11,1986,5,11,0.039,0.264,0.0075
"809","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-12,1986,5,12,0.042,0.383,0.0054
"810","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-13,1986,5,13,0.0169,0.06,0.0075
"811","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-15,1986,5,15,0.0057,0.004,0.00094
"812","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-16,1986,5,16,0.0072,0.004,7e-04
"813","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-19,1986,5,19,0.00281,0.013,0.00272
"814","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-21,1986,5,21,0.0035,0.01,0.00199
"815","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-23,1986,5,23,0.00192,0.01,0.005
"816","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-26,1986,5,26,0.00249,0.017,0.005
"817","Finland","20","KONALA(Helsinki)NW",25,60.13,1986-05-30,1986,5,30,0.00062,0.017,0.005
"818","Finland","20","NURMIJAERVI",24.7,60.45,1986-04-28,1986,4,28,0,2.99,5.03
"819","Finland","20","NURMIJAERVI",24.7,60.45,1986-04-29,1986,4,29,0,0.1175,0.208
"820","Finland","20","NURMIJAERVI",24.7,60.45,1986-04-30,1986,4,30,0,0.0635,0.1055
"821","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-01,1986,5,1,0,0.051,0.084
"822","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-02,1986,5,2,0,0.0282,0.049
"823","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-03,1986,5,3,0,0.0077,0.0132
"824","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-04,1986,5,4,0,0.033,0.056
"825","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-05,1986,5,5,0,0.0205,0.035
"826","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-06,1986,5,6,0,0.0054,0.0091
"827","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-07,1986,5,7,0,0.0035,0.0061
"828","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-08,1986,5,8,0,0.0072,0.0126
"829","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-09,1986,5,9,0,0.0097,0.0174
"830","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-10,1986,5,10,0,0.0102,0.0186
"831","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-11,1986,5,11,0,0.0041,0.0075
"832","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-12,1986,5,12,0,0.0029,0.0054
"833","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-13,1986,5,13,0,0.004,0.0075
"834","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-15,1986,5,15,0,0.00049,0.00094
"835","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-16,1986,5,16,0,0.00037,7e-04
"836","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-19,1986,5,19,0,0.00155,0.00272
"837","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-21,1986,5,21,0,0.00114,0.00199
"838","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-23,1986,5,23,0,0.00064,0.00115
"839","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-26,1986,5,26,0,0.00099,0.0018
"840","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-28,1986,5,28,0,0.00087,0.00157
"841","Finland","20","NURMIJAERVI",24.7,60.45,1986-05-30,1986,5,30,0,0.00043,0.00073
"842","Greece","8","ATTIKIS",23.78,38,1986-05-03,1986,5,3,3.1,0,1.6
"843","Greece","8","ATTIKIS",23.78,38,1986-05-04,1986,5,4,9.5,0,3.9
"844","Greece","8","ATTIKIS",23.78,38,1986-05-05,1986,5,5,13.5,0,2.2
"845","Greece","8","ATTIKIS",23.78,38,1986-05-06,1986,5,6,5.6,0,1.7
"846","Greece","8","ATTIKIS",23.78,38,1986-05-07,1986,5,7,1.8,2.2,0
"847","Greece","8","ATTIKIS",23.78,38,1986-05-08,1986,5,8,1.8,2.5,0
"848","Greece","8","ATTIKIS",23.78,38,1986-05-09,1986,5,9,1.8,0,0.2
"849","Greece","8","ATTIKIS",23.78,38,1986-05-10,1986,5,10,0.5,0,0.13
"850","Greece","8","ATTIKIS",23.78,38,1986-05-11,1986,5,11,0.53,0,0.21
"851","Greece","8","ATTIKIS",23.78,38,1986-05-12,1986,5,12,0.34,0,0
"852","Greece","8","ATTIKIS",23.78,38,1986-05-13,1986,5,13,0.2,0,0.09
"853","Greece","8","ATTIKIS",23.78,38,1986-05-14,1986,5,14,0.12,0,0.03
"854","Greece","8","ATTIKIS",23.78,38,1986-05-15,1986,5,15,0.21,0,0
"855","Greece","8","ATTIKIS",23.78,38,1986-05-16,1986,5,16,0.12,0,0
"856","Greece","8","ATTIKIS",23.78,38,1986-05-17,1986,5,17,0.13,0,0
"857","Greece","8","ATTIKIS",23.78,38,1986-05-18,1986,5,18,0.2,0,0
"858","Greece","8","ATTIKIS",23.78,38,1986-05-19,1986,5,19,0.04,0,0.03
"859","Greece","8","ATTIKIS",23.78,38,1986-05-20,1986,5,20,0.04,0,0
"860","Greece","8","ATTIKIS",23.78,38,1986-05-21,1986,5,21,0.05,0,0
"861","Greece","8","ATTIKIS",23.78,38,1986-05-22,1986,5,22,0.01,0,0
"862","Greece","8","ATTIKIS",23.78,38,1986-05-23,1986,5,23,0.02,0,0
"863","Greece","8","ATTIKIS",23.78,38,1986-05-24,1986,5,24,0.02,0,0.01
"864","Greece","8","ATTIKIS",23.78,38,1986-05-25,1986,5,25,0.03,0,0
"865","Greece","8","ATTIKIS",23.78,38,1986-05-26,1986,5,26,0.02,0,0
"866","Greece","8","ATTIKIS",23.78,38,1986-05-27,1986,5,27,0.01,0,0.02
"867","Greece","8","ATTIKIS",23.78,38,1986-05-28,1986,5,28,0.02,0,0
"868","Greece","8","ATTIKIS",23.78,38,1986-05-30,1986,5,30,0.01,0,0
"869","Greece","8","KOZANIS",21.79,40.31,1986-05-03,1986,5,3,4.5,0,1.4
"870","Greece","8","KOZANIS",21.79,40.31,1986-05-04,1986,5,4,11,0,3.4
"871","Greece","8","KOZANIS",21.79,40.31,1986-05-05,1986,5,5,6.8,0,2
"872","Greece","8","KOZANIS",21.79,40.31,1986-05-06,1986,5,6,2.1,0,0.7
"873","Greece","8","KOZANIS",21.79,40.31,1986-05-08,1986,5,8,1.6,0,0.75
"874","Greece","8","KOZANIS",21.79,40.31,1986-05-09,1986,5,9,2,0,0.4
"875","Greece","8","KOZANIS",21.79,40.31,1986-05-10,1986,5,10,0.4,0,0.07
"876","Greece","8","KOZANIS",21.79,40.31,1986-05-11,1986,5,11,0.1,0,0.01
"877","Greece","8","KOZANIS",21.79,40.31,1986-05-12,1986,5,12,0.22,0,0.04
"878","Greece","8","KOZANIS",21.79,40.31,1986-05-13,1986,5,13,0.18,0,0.05
"879","Greece","8","KOZANIS",21.79,40.31,1986-05-14,1986,5,14,0.04,0,0.01
"880","Greece","8","KOZANIS",21.79,40.31,1986-05-17,1986,5,17,0.06,0,0
"881","Greece","8","KOZANIS",21.79,40.31,1986-05-18,1986,5,18,0.01,0,0
"882","Greece","8","KOZANIS",21.79,40.31,1986-05-20,1986,5,20,0.04,0,0
"883","Greece","8","KOZANIS",21.79,40.31,1986-05-21,1986,5,21,0.01,0,0
"884","Greece","8","THESSALONIKI",22.95,40.59,1986-05-03,1986,5,3,0.2,0,0
"885","Greece","8","THESSALONIKI",22.95,40.59,1986-05-04,1986,5,4,1.4,0,0.7
"886","Greece","8","THESSALONIKI",22.95,40.59,1986-05-05,1986,5,5,5.1,0,3
"887","Greece","8","THESSALONIKI",22.95,40.59,1986-05-06,1986,5,6,3.2,0,2.2
"888","Greece","8","THESSALONIKI",22.95,40.59,1986-05-07,1986,5,7,9.5,0,0
"889","Greece","8","THESSALONIKI",22.95,40.59,1986-05-09,1986,5,9,0.35,0,0.06
"890","Greece","8","THESSALONIKI",22.95,40.59,1986-05-10,1986,5,10,0.2,0,0.06
"891","Greece","8","THESSALONIKI",22.95,40.59,1986-05-11,1986,5,11,0.1,0,0.02
"892","Greece","8","THESSALONIKI",22.95,40.59,1986-05-12,1986,5,12,0.03,0,0.02
"893","Greece","8","THESSALONIKI",22.95,40.59,1986-05-14,1986,5,14,0.05,0,0.03
"894","Greece","8","THESSALONIKI",22.95,40.59,1986-05-15,1986,5,15,0.04,0,0.02
"895","Greece","8","THESSALONIKI",22.95,40.59,1986-05-17,1986,5,17,0.06,0,0
"896","Greece","8","THESSALONIKI",22.95,40.59,1986-05-19,1986,5,19,0.03,0,0.03
"897","Greece","8","THESSALONIKI",22.95,40.59,1986-05-20,1986,5,20,0.02,0,0
"898","Greece","8","THESSALONIKI",22.95,40.59,1986-05-21,1986,5,21,0.02,0,0
"899","Greece","8","THESSALONIKI",22.95,40.59,1986-05-25,1986,5,25,0.01,0,0
"900","Greece","8","THESSALONIKI",22.95,40.59,1986-05-26,1986,5,26,0.01,0,0
"901","Greece","8","THESSALONIKI",22.95,40.59,1986-05-29,1986,5,29,0.01,0,0
"902","Hungary","24","BUDAPEST",19.1,47.5,1986-04-29,1986,4,29,5e-04,0,5e-05
"903","Hungary","24","BUDAPEST",19.1,47.5,1986-04-30,1986,4,30,0.9,0.16,0.3
"904","Hungary","24","BUDAPEST",19.1,47.5,1986-05-01,1986,5,1,1.9,0.3,0.65
"905","Hungary","24","BUDAPEST",19.1,47.5,1986-05-02,1986,5,2,4.1,0.8,1.4
"906","Hungary","24","BUDAPEST",19.1,47.5,1986-05-03,1986,5,3,0.75,0.13,0.26
"907","Hungary","24","BUDAPEST",19.1,47.5,1986-05-04,1986,5,4,1.6,0.34,0.62
"908","Hungary","24","BUDAPEST",19.1,47.5,1986-05-05,1986,5,5,0.42,0.05,0.09
"909","Hungary","24","BUDAPEST",19.1,47.5,1986-05-06,1986,5,6,0.44,0.056,0.1
"910","Hungary","24","BUDAPEST",19.1,47.5,1986-05-07,1986,5,7,3.7,0.58,1.2
"911","Hungary","24","BUDAPEST",19.1,47.5,1986-05-08,1986,5,8,2.2,0.33,0.69
"912","Hungary","24","BUDAPEST",19.1,47.5,1986-05-09,1986,5,9,0.75,0.14,0.29
"913","Hungary","24","BUDAPEST",19.1,47.5,1986-05-10,1986,5,10,0.054,0.006,0.009
"914","Hungary","24","BUDAPEST",19.1,47.5,1986-05-11,1986,5,11,0.051,0.006,0.01
"915","Italy","5","BOLOGNA",11.33,44.48,1986-04-30,1986,4,30,0.068,0.005,0.012
"916","Italy","5","BOLOGNA",11.33,44.48,1986-05-01,1986,5,1,0.627,0.062,0.139
"917","Italy","5","BOLOGNA",11.33,44.48,1986-05-02,1986,5,2,7.015,0.904,2.237
"918","Italy","5","BOLOGNA",11.33,44.48,1986-05-03,1986,5,3,2.926,0.519,0.894
"919","Italy","5","BOLOGNA",11.33,44.48,1986-05-04,1986,5,4,1.404,0.287,0.554
"920","Italy","5","BOLOGNA",11.33,44.48,1986-05-05,1986,5,5,0.837,0.213,0.421
"921","Italy","5","BOLOGNA",11.33,44.48,1986-05-06,1986,5,6,0.681,0.199,0.404
"922","Italy","5","BOLOGNA",11.33,44.48,1986-05-07,1986,5,7,0.956,0.22,0.426
"923","Italy","5","BOLOGNA",11.33,44.48,1986-05-08,1986,5,8,0.515,0.147,0.313
"924","Italy","5","BOLOGNA",11.33,44.48,1986-05-09,1986,5,9,0.047,0.013,0.017
"925","Italy","5","BOLOGNA",11.33,44.48,1986-05-10,1986,5,10,0.051,0.011,0.032
"926","Italy","5","BOLOGNA",11.33,44.48,1986-05-11,1986,5,11,0.047,0.0055,0.004
"927","Italy","5","BOLOGNA",11.33,44.48,1986-05-12,1986,5,12,0.037,0.001,0.004
"928","Italy","5","BOLOGNA",11.33,44.48,1986-05-13,1986,5,13,0.015,0.00133333333333333,0.004
"929","Italy","5","BOLOGNA",11.33,44.48,1986-05-14,1986,5,14,0.016,0.002,0.004
"930","Italy","5","BOLOGNA",11.33,44.48,1986-05-15,1986,5,15,0.012,0.0015,0.004
"931","Italy","5","BOLOGNA",11.33,44.48,1986-05-16,1986,5,16,0.01,0.001,0.004
"932","Italy","5","BRASIMONE",11.33,44.48,1986-05-02,1986,5,2,2.89,0.26,0.5
"933","Italy","5","BRASIMONE",11.33,44.48,1986-05-03,1986,5,3,2.099,0.52,1.172
"934","Italy","5","BRASIMONE",11.33,44.48,1986-05-04,1986,5,4,1.392,0.722,1.445
"935","Italy","5","BRASIMONE",11.33,44.48,1986-05-05,1986,5,5,0.651,0.46,0.925
"936","Italy","5","BRASIMONE",11.33,44.48,1986-05-06,1986,5,6,0.563,0.316,0.644
"937","Italy","5","BRASIMONE",11.33,44.48,1986-05-07,1986,5,7,0.429,0.24,0.4
"938","Italy","5","BRASIMONE",11.33,44.48,1986-05-09,1986,5,9,0.07,0.009,0.022
"939","Italy","5","BRASIMONE",11.33,44.48,1986-05-10,1986,5,10,0.025,0.004,0.008
"940","Italy","5","BRASIMONE",11.33,44.48,1986-05-11,1986,5,11,0.022,0.0055,5e-04
"941","Italy","5","BRASIMONE",11.33,44.48,1986-05-12,1986,5,12,0.026,0.001,5e-04
"942","Italy","5","BRASIMONE",11.33,44.48,1986-05-13,1986,5,13,0.009,0.00133333333333333,5e-04
"943","Italy","5","BRASIMONE",11.33,44.48,1986-05-14,1986,5,14,0.007,0.002,0
"944","Italy","5","BRASIMONE",11.33,44.48,1986-05-16,1986,5,16,0.006,0.001,5e-04
"945","Italy","5","BRASIMONE",11.33,44.48,1986-05-17,1986,5,17,0.01,0.001,0.002
"946","Italy","5","BRASIMONE",11.33,44.48,1986-05-23,1986,5,23,0.001,5e-04,5e-04
"947","Italy","5","CAPANNA",12.3,42.03,1986-05-01,1986,5,1,5.142,1.063,2.0444
"948","Italy","5","CAPANNA",12.3,42.03,1986-05-02,1986,5,2,3.20225,0.899,1.694375
"949","Italy","5","CAPANNA",12.3,42.03,1986-05-03,1986,5,3,2.0205,0.6975,1.34283333333333
"950","Italy","5","CAPANNA",12.3,42.03,1986-05-04,1986,5,4,2.2215,0.835125,1.6185
"951","Italy","5","CAPANNA",12.3,42.03,1986-05-05,1986,5,5,0.87725,0.360125,0.721375
"952","Italy","5","CAPANNA",12.3,42.03,1986-05-06,1986,5,6,0.637857142857143,0.22,0.436142857142857
"953","Italy","5","CAPANNA",12.3,42.03,1986-05-07,1986,5,7,0.344,0.1388,0.2718
"954","Italy","5","CAPANNA",12.3,42.03,1986-05-08,1986,5,8,0.28375,0.11775,0.22675
"955","Italy","5","CAPANNA",12.3,42.03,1986-05-09,1986,5,9,0.1355,0.0575,0.113
"956","Italy","5","CAPANNA",12.3,42.03,1986-05-10,1986,5,10,0.048,0.016,0.019
"957","Italy","5","CAPANNA",12.3,42.03,1986-05-11,1986,5,11,0.03525,0.016,0.01075
"958","Italy","5","CASACCIA",12.3,42.03,1986-05-01,1986,5,1,2.11033333333333,0.430166666666667,0.8475
